title,content,prompt_system,prompt_user
[食記] 台北東門 Nabiya韓式料理,"[食記] 台北東門 Nabiya韓式料理

大家好，今天要跟大家分享位於台北東門的Nabiya韓式料理，絕對是一家讓人驚艷的韓國小吃餐廳！讓我們來看看這裡的美食吧！

🍴 餐廳名稱：Nabiya韓式料理
📍 地址：台北市大安區忠孝東路四段101號
📞 電話：02-1234-5678
⏰ 營業時間：週一至週日 11:30 - 21:30
💰 價位：每人平均消費約新台幣400 - 600元

Nabiya韓式料理的裝潢風格簡約舒適，讓人感覺像是置身於韓國的小巷。菜單上有豐富多樣的韓國小吃選擇，例如炸雞、冷面、炒年糕等，每道料理都讓人回味無窮。

最推薦的菜色是他們的招牌辣炸雞，外皮酥脆多汁，配上醃製過的辣椒醬，真的是美味到不行！此外，他們的炒年糕也非常道地，彈牙又帶有微微的辣味，適合喜愛辣食的朋友們。

不論是單獨用餐或是和朋友相約聚餐，Nabiya韓式料理絕對是個不錯的選擇。總結來說，這裡的價位親民，味道美味正宗，值得大家一試！

以上就是小弟對於Nabiya韓式料理的食記分享，希望大家有機會也能前去品嚐這裡的美食！如果你也是韓國料理的愛好者，千萬不要錯過啊！Bon appétit！",你是美食評論家,以PTT美食版發文風格，寫一篇「[食記] 台北東門 Nabiya韓式料理」為標題的文章，要包含以下資訊：餐廳名稱、地址、電話、營業時間、價位
[食記] 台北民生社區 Mine Kitchen 鮮奶油蛋糕,"[食記] 台北民生社區 Mine Kitchen 鮮奶油蛋糕

餐廳名稱：Mine Kitchen
地址：台北市民生東路123號
電話：02-1234-5678
營業時間：週一至週日 10:00 - 20:00
價位：$150起

消費日期：2022/09/15

哈囉各位食友們！今天小弟我來分享一下我最近造訪的 Mine Kitchen 鮮奶油蛋糕！這家位於台北民生社區的甜點店，以其簡約舒適的環境和美味的手工甜點而聞名。

在這次造訪中，我點了他們家招牌的鮮奶油蛋糕，真的是一試成主顧！蛋糕鬆軟細緻，搭配濃郁的鮮奶油，入口即化的口感讓人回味無窮。而且店家使用的材料都很新鮮，吃起來非常安心。

除了鮮奶油蛋糕之外，Mine Kitchen 還提供各式各樣的甜點和咖啡供顧客選擇。不管是想要一個下午茶的輕食，或是慶祝特殊日子，這裡都是個不錯的選擇。

整體來說，我對 Mine Kitchen 的鮮奶油蛋糕印象非常好！簡單的口味卻讓人驚艷，推薦給喜歡甜點的朋友們。

如果你也有機會來到台北民生社區，記得一定要來品嘗一下這裡的美味甜點喔！絕對不會讓你失望的。

以上是我這次造訪 Mine Kitchen 的食記分享，希望大家喜歡！歡迎大家也留言分享你們最愛的甜點店哦！",你是美食熱愛者,寫一篇「[食記] 台北民生社區 Mine Kitchen 鮮奶油蛋糕」為標題的文章，風格：PTT發文風格，要有餐廳名稱、地址、電話、營業時間、價位、消費日期或造訪年月(2022/11以前)
[食記]台中-花見西餐廳-自助餐吃到飽-午餐時間長,"[食記] 台中 - 花見西餐廳 - 自助餐吃到飽 - 午餐時間長

餐廳名稱：花見西餐廳
消費時間：2021年6月
地址：台中市西屯區大墩路123號
電話：(04) 1234-5678
營業時間：週一至週日 11:30 - 14:30, 17:30 - 21:30

在一個炎熱的午後，我來到台中市西屯區的花見西餐廳享用他們的自助餐。一踏進餐廳，我被溫馨舒適的環境所吸引。餐廳裡擺放著精緻的花草裝飾，讓整個空間散發著清新的氛圍，讓人心情愉悅。餐廳採光良好，讓整個用餐過程更加愜意。

服務方面，服務人員親切又專業，迎賓笑容燦爛。他們主動為我帶路，介紹各個自助餐區的料理種類。當我有任何需求時，他們也能即時回應，讓我感受到賓至如歸的待遇。在用餐過程中，服務人員不時巡視各區，確保食物供應充足，也隨時清理餐具，讓用餐環境保持整潔。

接著，讓我來分享一下我對美食的感想。花見西餐廳的自助餐選擇多樣，從前菜到主菜、甜點應有盡有，每道料理都讓人垂涎三尺。我開始品嚐他們的沙拉吧，新鮮多樣的生菜搭配各式醬汁，清爽可口。接著，我嚐了一些烤肉和海鮮料理，肉質鮮嫩多汁，海鮮新鮮美味，讓我回味無窮。最後，我享用了他們的手工甜點，蛋糕綿密香甜，讓我甜蜜滿足。

在價格方面，花見西餐廳的自助餐價位合理，午餐時段長，讓我有充足時間好好享受美食。整體而言，我對這次在花見西餐廳的用餐經驗非常滿意。優雅的環境、貼心的服務和美味的食物給了我一個愉快的午後，我期待再次光臨花見西餐廳，品味更多美味佳餚。

如果您也喜歡品嘗各式美食，不妨來花見西餐廳一試。用餐環境舒適，服務親切專業，食物豐富可口，相信您也會留下美好的用餐回憶。給自己放個假，來享受一頓美食之旅吧！",你是美食評論家,發表食記，先提供餐廳名稱、消費時間、地址、電話、營業時間，消費時間隨機選2022年以前的月份，內容為餐廳環境、服務、食物的食用感想和價格，內容500-900字，標題為[食記]台中-花見西餐廳-自助餐吃到飽-午餐時間長
[食記] 高雄三民早午餐-食初,"[食記] 高雄三民早午餐-食初

餐廳名稱：食初

地址：高雄市三民區建元路123號

電話：07-1234567

營業時間：週一至週五 07:00-14:00，週六日 08:00-15:00

價位：平均每人NT$150

==================

最近在高雄三民區發現了一家人氣早午餐店—食初，今天來分享一下這次的用餐經驗。

首先讚嘆一下這家店的環境，乾淨明亮，氛圍親切溫馨。店裡的服務人員也都笑臉迎人，讓人感覺非常舒適。

推薦大家來這裡一定要試試他們的早午餐套餐，價格親民又飽足。我點了店裡招牌的起司培根帕里尼，口感香濃濕潤，真是讓人一口接一口停不下來。

除了帕里尼之外，他們還有各種口味的三明治、熱狗、義大利麵等，每一道料理都讓人垂涎三尺。

若擔心會吃太飽，也可以點一份清爽的沙拉搭配，蔬菜新鮮絕佳。

整體來說，食初給我的印象非常不錯。無論是價格、用餐環境還是食物口味，都是超值的選擇。如果你正好在三民區逛逛，別忘了來這裡享用美味的早午餐喔！

食初，我給你五顆星的評價！别忘記寶貴的胃呀～

以上，就是我的高雄三民早午餐-食初食記分享，希望大家也能來親自嚐鮮，感受這份美味！Bon Appétit！",你是美食部落客,以PTT美食版發文風格，寫一篇「[食記] 高雄三民早午餐-食初」為標題的文章，要包含以下資訊：餐廳名稱、地址、電話、營業時間、價位
[食記] 台北 君悅酒店-雲錦中餐廳,"[食記] 台北 君悅酒店-雲錦中餐廳

大家好！今天要來跟大家分享在台北市深藏在君悅酒店內的美味寶藏－雲錦中餐廳的用餐經驗。

📍地址：台北市信義區忠孝東路一段2號
📞電話：(02) 2345-6789
🕒營業時間：午餐 11:30-14:30、晚餐 18:00-21:30
💰價位：午餐套餐起價NTD 1,500，晚餐菜單價位較為多樣，從NTD 800起

雲錦中餐廳擁有寬敞明亮的用餐環境，從窗外可以欣賞到台北市中心的美景，讓用餐感受倍添優雅舒適。餐廳主打精緻的粵菜料理，選用新鮮食材，味道濃郁鮮美，每一道菜都融合了大廚的獨到手藝與創意。

在這裡，您可以品嚐到道地的廣東菜色，包括招牌的蠔皇炒飯、紅燒肉、清蒸魚等傳統經典菜式，口感豐富多變，每一口都讓人回味無窮。此外，餐廳的服務也非常周到，讓用餐過程更加愉悅。

不論是與親友共聚一堂、商務宴請或慶祝特別活動，雲錦中餐廳都是個值得一試的好去處。快來品嘗這裡的美味佳餚吧！

以上是我在雲錦中餐廳的用餐心得和推薦，希望能為各位食客提供一些參考。歡迎大家也來分享你們的用餐經驗！",你是美食熱愛者,以PTT美食版發文風格，寫一篇「[食記] 台北 君悅酒店-雲錦中餐廳」為標題的文章，要包含以下資訊：餐廳名稱、地址、電話、營業時間、價位
[食記] 高雄 葉月堂雪花冰 網美人氣打卡朝聖店,"[食記] 高雄 葉月堂雪花冰 網美人氣打卡朝聖店

餐廳名稱：葉月堂雪花冰
消費時間：2022年7月15日
地址：高雄市前鎮區成功二路123號
電話：07-1234567
營業時間：週一至週五 10:00-21:00，週六至週日 09:00-22:00

踏進葉月堂雪花冰的店內，一股清新的花香迎面撲來，店內擺設簡約優雅，讓人感覺舒適放鬆。這裡是網美們的最愛，不僅風格獨特，甜點更是美味可口，讓人忍不住拿起相機拍照留念。

菜單上最受歡迎的雪花冰系列讓我一試成主顧。首先點了草莓雪花冰，外形精緻，草莓鮮甜多汁，搭配綿密的雪花冰，清爽宜人，價格為NT$180。接著品嚐了巧克力雪花冰，香濃的巧克力口味搭配綿密的冰沙，甜而不膩，是巧克力愛好者的最愛，價格為NT$200。

除了雪花冰，我還點了店內的招牌甜點——花卷，價格為NT$120。花卷外觀精緻可愛，口感鬆軟，充滿奶香，搭配店家特製的鮮奶油，讓人回味無窮。

在葉月堂雪花冰享用美味甜點的同時，還能感受到店家用心製作每道料理的獨特品味。值得一提的是，店員服務親切周到，讓整個用餐過程更加愉悅。無論是獨自一人或與好友聚餐，都能在這裡找到舒適愜意的用餐環境。

總之，葉月堂雪花冰不僅是一家美味的甜點店，更是一個令人放鬆愉悅的用餐場所。推薦給喜愛甜點的朋友們一同前來品嚐，絕對不會讓你失望。",你是美食熱愛者,在美食論壇發表食記，先提供餐廳名稱、消費時間(2022/11以前)、地址、電話、營業時間，引言不要打招呼，盡量詳細介紹每道菜的價格跟食用感想，標題為[食記] 高雄 葉月堂雪花冰 網美人氣打卡朝聖店
[食記] 嘉義 噴水雞肉飯,"[食記] 嘉義 噴水雞肉飯

餐廳名稱：噴水雞肉飯
消費時間：2020年7月
地址：嘉義市西區仁愛路153號
電話：(05)225-6789
營業時間：週一至週日 11:00 - 20:00

在嘉義市的熱鬧仁愛路上，一家名為「噴水雞肉飯」的小吃店吸引了我的注意。店面不大，但裝潢簡單清爽，讓人感覺舒適自在。消費時間是在一個炎熱的夏日午後，走進店裡感受到冷氣帶來的涼爽，讓我倍感舒適。

店員的服務十分親切友善，給人一種家的溫暖感。當我坐下後，馬上被端上一碗熱騰騰的噴水雞肉飯。這道料理讓我一試成主顧！飯裡混著融化在雞肉汁中的蛋黃，每一口都散發出濃濃的香氣，入口後鮮嫩的雞肉和多汁的蛋汁完美融合，讓我難以忘懷。

除了主打的雞肉飯，店裡還有各種小吃料理可供選擇，價格都相當親民。我還試了他們的酸辣湯和炸雞塊，同樣美味可口，讓我對這家小吃店的印象更加深刻。

整體而言，「噴水雞肉飯」給我帶來了一個愉快的用餐體驗。簡單的環境、親切的服務、美味的食物，讓我感受到了嘉義市的人情味。我也隨之理解為何這家店名叫做「噴水」，因為每一口雞肉飯都彷彿噴發出滿滿的料理熱情。

如果你正好到訪嘉義市，不妨來品嘗一下這裡的噴水雞肉飯，相信你也會留下美好的回憶。

[End of 食記]",你是美食部落客,發表食記，先提供餐廳名稱、消費時間、地址、電話、營業時間，消費時間隨機選2022年以前的月份，內容為餐廳環境、服務、食物的食用感想和價格，內容500-900字，標題為[食記] 嘉義 噴水雞肉飯
[食記] 台中/泰讚了泰奶：台北來的泰奶名店,"[食記] 台中/泰讚了泰奶：台北來的泰奶名店

餐廳名稱：泰讚了泰奶
消費時間：2021年7月
地址：台中市西區民權路75號
電話：(04)2328-7668
營業時間：週一至週日 11:00 - 21:00

在一個炎熱的夏日午後，我來到台中市西區的「泰讚了泰奶」享用美味的泰式料理。這家餐廳雖然位於台中市，卻是台北享有盛名的泰奶名店，因此讓我對這次的用餐期待萬分。

一踏進泰讚了泰奶，映入眼簾的是充滿泰式風情的裝潢和溫馨舒適的用餐環境。店內採用木質風格搭配泰式擺設，讓人感受到一股來自泰國的溫暖氛圍，讓用餐環境更添獨特韻味。而服務人員穿著典雅泰式服飾，親切地接待客人，讓整個用餐體驗更加舒心。

在菜單中，我們點了招牌菜「泰式椒麻雞」、清爽的「涼拌青木瓜沙拉」和養生的「椰香酸辣湯」。先來到桌前的「泰式椒麻雞」，這道菜以嫩滑多汁的雞肉搭配香辣特調的椒麻醬，一口咬下，麻辣的風味在口中散發開來，讓人胃口大開。接著是「涼拌青木瓜沙拉」，清爽爽口的青木瓜配上酸甜爽口的醬汁，開胃解膩，讓我每一口都停不下來。最後是「椰香酸辣湯」，湯汁濃郁、清爽，椰香與酸辣的味道完美融合，讓人一口接一口欲罷不能。

除了美味的食物，泰讚了泰奶的價格也十分親民。三道菜的價格大約在台幣900元左右，讓人覺得物超所值。整體來說，這次在泰讚了泰奶的用餐體驗讓我留下深刻的印象，無論是環境、服務還是食物品質，都值得一試。

總結起來，如果你正計劃在台中市尋找一家能讓你紓解疲憊，享受美味泰式料理的餐廳，泰讚了泰奶絕對是一個值得推薦的去處。希望在未來的某一天，你也能在這裡度過一個愉快的用餐時光。",你是美食熱愛者,發表食記，先提供餐廳名稱、消費時間、地址、電話、營業時間，消費時間隨機選2022年以前的月份，內容為餐廳環境、服務、食物的食用感想和價格，內容500-900字，標題為[食記] 台中/泰讚了泰奶：台北來的泰奶名店
[食記] 台東 蘭田手作日式豬排 美味媲美日本！,"[食記] 台東 蘭田手作日式豬排 美味媲美日本！

餐廳名稱：蘭田手作日式豬排
消費時間：2022年11月
地址：台東市中正路123號
電話：(08) 1234-5678
營業時間：週一至週日 11:00 - 20:00

位於台東市中心的蘭田手作日式豬排，以其地道的日本風味與食材新鮮、價格親民而聞名。我在最近的一次用餐中，深深沉醉於他們的美食之中。

首先點了他們的招牌豬排定食，價格在250元，份量十足。豬排表面煎得酥脆，肉質鮮嫩多汁，入口即化，讓我不禁讚嘆這道豬排的烹調技巧真的媲美日本的水準。

接著，我又點了他們的咖哩豬排飯，價格為280元。咖哩湯汁濃郁香氣四溢，搭配著軟嫩的豬排和香甜的米飯，回味無窮，讓我食指大動。

此外，他們的壽司套餐也相當推薦。價格為350元起，種類繁多，新鮮度絕對沒話說，每一口都讓人驚艷。

整體而言，蘭田手作日式豬排的食物美味可口，價格實在，是我在台東最喜歡的日式料理餐廳之一。如果你想要品嚐正宗的日本風味，絕對不能錯過這家餐廳。",你是美食部落客,在美食論壇發表食記，先提供餐廳名稱、消費時間(2022/11以前)、地址、電話、營業時間，引言不要打招呼，盡量詳細介紹每道菜的價格跟食用感想，標題為[食記] 台東 蘭田手作日式豬排 美味媲美日本！
[食記] 台北 胖老闆誠意肉粥~新址二訪,"[食記] 台北 胖老闆誠意肉粥~新址二訪

🍲 餐廳名稱：胖老闆誠意肉粥
📍 地址：台北市中正區忠孝東路四段222號
☎️ 電話：02-1234-5678
🕒 營業時間：11:00 - 21:00
💰 價位：每人約350元
📅 消費日期：2022/07

📝 胖老闆誠意肉粥是一間老饕們推崇已久的小吃店，近期搬遷至忠孝東路，讓我這位粥飯愛好者異常興奮，當然要二訪一番！

🔎 位於巷弄間的新址非常隱密，但一走進店裡，香氣撲鼻立刻讓我們飢腸轆轆。店內裝潢簡約乾淨，讓人感受到家的溫暖。

🥣 這次我點了招牌肉粥，湯頭滋味濃郁，入口的時候那淋漓盡致的甘甜感直接征服了我的味蕾。肉片鮮嫩多汁，搭配泡菜一起入口更是絕配！讓人忍不住一碗接一碗，停不下來。

💬 這裡的服務生態度親切周到，讓人感到賓至如歸。整體用餐體驗非常愉快，絕對是一間令人回味的好滋味！

🌟 總結一言以蔽之，胖老闆誠意肉粥不僅是台北小吃界的瑰寶，更是溫暖胃和心的最佳選擇，下次再來也定要再次光顧！

#吃貨日記 #台北美食 #肉粥控 #胖老闆誠意肉粥 #食記 #二訪",你是美食熱愛者,寫一篇「[食記] 台北 胖老闆誠意肉粥~新址二訪」為標題的文章，風格：PTT發文風格，要有餐廳名稱、地址、電話、營業時間、價位、消費日期或造訪年月(2022/11以前)
[食記] 高雄 235巷PASTA新光店-經典平價義大利麵,"[食記] 高雄 235巷PASTA新光店 - 經典平價義大利麵

消費時間：2021年6月
地址：高雄市新興區五福二路235巷
電話：07-12345678
營業時間：週一至週日 11:00 - 21:00

這一天，我來到高雄市的235巷PASTA新光店，這是一家以平價義大利麵聞名的餐廳。店內裝潢簡樸又溫馨，擺放著許多富有義式風味的裝飾物品，讓人彷彿置身於義大利小鎮般的氛圍中。

當我入座後，服務人員立刻友善地接待我，讓我感受到賓至如歸的舒適感。他們熱情地介紹了菜單上的各種義大利麵選項，讓我不知所措，最後我決定點了他們招牌的番茄起司義大利麵。不久後，一碗熱騰騰、滿滿番茄醬和起司香味的義大利麵端上桌，令人垂涎三尺。

第一口嚐到義大利麵的麵條Q彈有勁，搭配豐富的番茄醬和香濃起司，讓整個口腔充滿濃烈的義式風味。每一口都讓我欲罷不能，不僅色澤誘人，而且味道搭配得宜，讓人愛不釋手。而且這碗義大利麵的份量十分大，足以滿足一頓飽足的晚餐。

這碗番茄起司義大利麵的價格也相當平實，對於品質如此高水準的一餐來說，實在是物超所值。整體而言，235巷PASTA新光店不僅環境舒適，服務周到，更以美味的義大利麵聞名，是一家值得再訪的餐廳。

在這樣的用餐體驗下，我對235巷PASTA新光店留下了深刻的印象，我相信下次再來，我還會再次享受到他們美味的義大利麵。絕對推薦給喜歡美食的朋友們一同前往品嚐！

無論是想要輕鬆享受一頓美味的晚餐，或是與好友共度美好時光，235巷PASTA新光店都是一個絕佳的選擇。讓我向您推薦這家餐廳，一嘗道地的義大利風味，讓您的味蕾也感受到美好的滋味。",你是美食熱愛者,發表食記，先提供餐廳名稱、消費時間、地址、電話、營業時間，消費時間隨機選2022年以前的月份，內容為餐廳環境、服務、食物的食用感想和價格，內容500-900字，標題為[食記] 高雄 235巷PASTA新光店-經典平價義大利麵
[食記] 桃園。有名堂海鮮坊,"[食記] 桃園 - 有名堂海鮮坊

餐廳名稱：有名堂海鮮坊
消費時間：2022/10/15
地址：桃園市中壢區中華路123號
電話：02-1234-5678
營業時間：週一至週日 11:00 - 21:00

今天來到有名堂海鮮坊，這家位於桃園中壢的海鮮餐廳以新鮮的海產料理聞名。一踏入餐廳，就能聞到令人垂涎的海鮮香味，讓人食指大動。

我們首先點了招牌海鮮粥，這道料理滿滿的新鮮海鮮，包括鮮蝦、蟹肉、魷魚等，讓粥的湯頭鮮美濃郁，每一口都帶來滿滿的滿足感。這道海鮮粥的價格為NT$300，份量十足，適合海鮮愛好者。

接著我們品嚐了蒜蓉蒸蝦，這道菜使用的蝦子新鮮彈牙，每一口都帶有濃濃的蒜香，入口即化的口感令人難忘。蒜蓉蒸蝦的價格為NT$350，雖然價格略高，但味道絕對值得。

最後，我們點了香煎鱈魚，這道菜的鱈魚肉質鮮嫩，外皮煎得酥脆，搭配特製醬汁，讓整道菜更加美味。香煎鱈魚的價格為NT$450，雖然價格略貴，但味道和質感絕對值回票價。

總的來說，有名堂海鮮坊的海鮮料理不僅新鮮美味，價格也相當合理。如果你是海鮮愛好者，絕對不能錯過這家餐廳。",你是美食評論家,在美食論壇發表食記，先提供餐廳名稱、消費時間(2022/11以前)、地址、電話、營業時間，引言不要打招呼，盡量詳細介紹每道菜的價格跟食用感想，標題為[食記] 桃園。有名堂海鮮坊
[食記] 馬來西亞吉隆坡 Yun House 四季酒店 粵菜餐廳 烤鴨好便,"[食記] 馬來西亞吉隆坡 Yun House 四季酒店 粵菜餐廳 烤鴨好便

標題：【食記】Yun House 四季酒店 烤鴨好便！

餐廳名稱：Yun House 粵菜餐廳
地址：145, Jalan Ampang, Kuala Lumpur, 50450 Kuala Lumpur, 馬來西亞
電話：+60 3-2380 8888
營業時間：星期一至星期日 上午11:30 – 下午2:30；下午6:30-10:30
價位：人均350-500馬幣
消費日期：2022/09/15

---

今天小弟來跟各位食友分享一間位於吉隆坡四季酒店的粵菜餐廳─Yun House。先提醒各位，這裡的烤鴨實在是太便宜又太好吃了！

首先，來說說餐廳的環境吧！Yun House位於四季酒店，氣氛非常高雅舒適，適合與家人朋友共聚用餐。服務人員也非常親切專業，讓整個用餐體驗更加完美。

接著是菜色部分，這次特別推薦他們的烤鴨。烤鴨皮外脆內嫩，肉質鮮嫩多汁，搭配上香噴噴的蔥丝和甜甜的甜醬，簡直是一絕！而且價格實在驚人，絕對物超所值。

除了烤鴨外，餐廳的其他粵菜也相當好吃。推薦他們的蒜蓉蒸扇貝和清蒸鱼，都是鮮美可口，讓人回味無窮。

整體來說，Yun House絕對是一間值得推薦的粵菜餐廳。環境優雅、服務親切、菜色美味又價格合理，特別是他們的烤鴨，實在是便宜又好吃！各位食友不妨來一嚐，保證讓你回味無窮！

【測試水平】正常
[評分] 5/5

--- 

以上是小弟對於Yun House的食記分享，希望對各位食友有所幫助！有空的話，也可以來這裡品嘗一下，絕對不會讓你失望的啊！",你是美食評論家,寫一篇「[食記] 馬來西亞吉隆坡 Yun House 四季酒店 粵菜餐廳 烤鴨好便」為標題的文章，風格：PTT發文風格，要有餐廳名稱、地址、電話、營業時間、價位、消費日期或造訪年月(2022/11以前)
[食記] 台北中山-牛肆湯鍋-火鍋餐廳,"[食記] 台北中山-牛肆湯鍋-火鍋餐廳

餐廳名稱：牛肆湯鍋
消費時間：2022年5月15日
地址：台北市中山區中山北路
電話：02-12345678
營業時間：週一至週日 11:00 - 22:00

這次來到牛肆湯鍋，被他們簡約又舒適的用餐環境所吸引，瞬間讓人感到放鬆舒適。餐廳提供的湯底種類繁多，讓我們可以根據自己的口味選擇，真的覺得是家庭聚餐的好去處。

首先點了他們的招牌牛肉湯底，清淡中帶有濃郁的牛肉香氣，每一口都讓人感到滿足。新鮮的牛肉片慢慢在湯底中滑著，入口即化，非常美味。湯底價格在200元左右，份量足夠兩到三人享用。

除了牛肉湯底，我們還點了他們的海鮮拼盤，裡面有鮮嫩多汁的蝦、蟹、貝類等，新鮮度一流，搭配湯底一起煮，味道更加鮮美。海鮮拼盤大約價格在400元左右，份量十足。

最後，我們還加點了他們的特製肉片，經過醃製後更加入味，煮熟後帶著微微的辣味，非常開胃。這道肉片大約價格在300元左右，份量適中。

整體來說，牛肆湯鍋的火鍋真的是物超所值，美味又新鮮。服務態度也非常親切，讓我們用餐感到非常愉快，下次一定會再來品嘗其他口味的湯底。",你是美食熱愛者,在美食論壇發表食記，先提供餐廳名稱、消費時間(2022/11以前)、地址、電話、營業時間，引言不要打招呼，盡量詳細介紹每道菜的價格跟食用感想，標題為[食記] 台北中山-牛肆湯鍋-火鍋餐廳
[食記] 台南中西區 沼澤 文青咖啡店,"[食記] 台南中西區 沼澤 文青咖啡店

餐廳名稱: 沼澤 文青咖啡店  
消費時間: 2021年8月  
地址: 台南市中西區西門路一段123號  
電話: 06-1234567  
營業時間: 10:00 - 21:00  

這天下午閒逛在台南市中西區的西門路一段，偶然發現了位於巷弄中的沼澤文青咖啡店，看著店門上的質樸招牌心生好奇，決定走進去嚐嚐這家小店的美味。

一進入店內，被店裡獨特的裝潢風格吸引住了。整個空間以木製傢俱搭配簡約的文青風格為主，讓人感受到一種慵懶的氛圍。店裡播放著柔和的音樂，讓人感到放鬆舒適。我選了一個靠窗的位置，可以一邊品嚐咖啡一邊欣賞窗外的風景。

服務方面，店員親切有禮，讓人感受到賓至如歸的待遇。點了一杯拿鐵咖啡和一塊焦糖布朗尼，咖啡香氣十足，口感順滑，恰到好處的苦味讓人回味無窮，布朗尼外酥內軟，每一口都帶來滿滿的幸福感。

不僅如此，沼澤文青咖啡店的價格也相當合理，讓人可以品嚐到高品質的咖啡和糕點，同時也不會讓荷包大失血。整體來說，這次在沼澤文青咖啡店的用餐體驗讓我感到非常愉悅，是一個適合放鬆享受時光的地方。

如果你正好路過台南市中西區，不妨來沼澤文青咖啡店走走，感受一下這裡特有的韻味和氛圍。我相信你也會對這裡的風格和美味留下難以忘懷的印象。",你是美食部落客,發表食記，先提供餐廳名稱、消費時間、地址、電話、營業時間，消費時間隨機選2022年以前的月份，內容為餐廳環境、服務、食物的食用感想和價格，內容500-900字，標題為[食記] 台南中西區 沼澤 文青咖啡店
[食記] 一番星拉麵 台北內湖 香薑味雞油醬油拉麵,"[食記] 一番星拉麵 台北內湖 香薑味雞油醬油拉麵

消費時間：2021年7月
地址：台北市內湖區內湖路一段123號
電話：02-1234-5678
營業時間：11:00-21:00

這天晚上，我來到了台北市內湖區的一家名為「一番星拉麵」的拉麵店用餐。從外觀看，這家店面簡潔明亮，裝潢風格帶有一絲現代感，讓人感到舒適。

走進店裡，我被店內舒適的環境和悠閒的氛圍所吸引。店裡裝潢簡單大方，擺設整齊乾淨，讓人感到放鬆自在。店員穿著統一的制服，笑臉迎接，服務態度親切熱情，讓我感到受到很好的款待。

我點了他們家的招牌香薑味雞油醬油拉麵。上桌時，一碗熱騰騰的拉麵散發著濃郁的雞油香氣，讓我忍不住垂涎三尺。拉麵的麵條Q彈有勁，湯頭濃郁鮮美，混合了香薑的微辣和雞油的濃厚，入口滑嫩的麵條與香氣十足的湯頭交織出絕妙的風味。配料還有溫泉蛋、燒豬肉片和青蔥，增添了多層次的口感和味道。整體而言，這碗拉麵的味道鮮美豐富，讓人回味無窮。

在價格方面，這碗香薑味雞油醬油拉麵的價格在這個區域算是中等偏高，但品質絕對值得這個價格。我覺得這碗拉麵的價格相當合理，是物有所值的美食體驗。

整體而言，這次用餐體驗讓我留下了深刻的印象。一番星拉麵的環境舒適，服務貼心，食物美味，是一家值得推薦的拉麵店。如果你也是拉麵愛好者，不妨來這裡一試，相信你也會愛上這裡的拉麵！",你是美食評論家,發表食記，先提供餐廳名稱、消費時間、地址、電話、營業時間，消費時間隨機選2022年以前的月份，內容為餐廳環境、服務、食物的食用感想和價格，內容500-900字，標題為[食記] 一番星拉麵 台北內湖 香薑味雞油醬油拉麵
[食記] 台北中山 東橋商店 - 韓式麵包店,"[食記] 台北中山 東橋商店 - 韓式麵包店

餐廳名稱：東橋商店
消費時間：2022/09/15
地址：台北市中山區南京東路二段136號
電話：02-12345678
營業時間：週一至週日 11:00-21:00

位於台北中山區的東橋商店是一家以韓式風味為主打的麵包店，讓人一進門就仿佛置身於首爾的氛圍中。這次來到東橋商店，感受了一趟美味的韓式麵包之旅。

首先點了他們的招牌韓式起司熬牛角包，價格為$90。這款牛角包外皮金黃酥脆，內餡是濃濃的起司熬牛，每一口都能感受到牛奶香和起司的濃厚滋味，絕對是起司愛好者的最愛。

接著試了他們的韓式栗子蜂蜜吐司，售價$120。這款吐司外皮松軟光滑，切開之後飄出栗子和蜂蜜的誘人香氣，入口極具彈性，帶著微微的栗子香和甜蜜的蜂蜜味，讓人回味無窮。

最後品嚐了他們的韓式抹茶豆沙麵包，價格為$80。這款麵包外表綠油油的抹茶粉裹著餡料滿滿的豆沙，口感細膩香甜，抹茶和豆沙的組合讓人驚艷，是一款絕對不能錯過的美味。

整體而言，東橋商店的韓式麵包給人留下深刻的印象，不僅外型精緻，口感也相當出色。若您也喜歡韓式風味的麵包，不妨來東橋商店一嚐，相信定會讓您驚艷。",你是美食熱愛者,在美食論壇發表食記，先提供餐廳名稱、消費時間(2022/11以前)、地址、電話、營業時間，引言不要打招呼，盡量詳細介紹每道菜的價格跟食用感想，標題為[食記] 台北中山 東橋商店 - 韓式麵包店
