title,content,prompt_system,prompt_user
[食記] 花蓮 黑潮拉麵。炸串專賣店,"【食記】花蓮 黑潮拉麵。炸串專賣店

消費時間：2018年3月
地址：花蓮市中華路247號
電話：03-832-5699
營業時間：11:00-14:00、17:00-21:00

黑潮拉麵。炸串專賣店是間位於花蓮市的日式料理餐廳，主要提供拉麵和各式各樣的炸物。店內裝潢以日本傳統風格為主，營造出一種溫馨且舒適的用餐環境。服務生態度親和，對顧客十分友善。

一進門，就被店內的氛圍所吸引。木質調的桌椅凳、榻榻木以及掛飾，搭配上柔和的燈光，讓人不禁想起日本的懷舊街道。座位分為吧台區和一般座位，無論是獨自用餐或與朋友相聚，這裡都能滿足你的需求。

當天我們點了一份豚骨拉麵（150元）、一份雞三明治（80元）以及一份綜合炸串（120元）。豚骨拉麵的湯頭濃郁香醇，帶有濃厚的豚骨香氣，搭配上Q彈的麵條和軟嫩的豬肉片，讓人一口接一口。雞三明治則意外地美味，外酥內嫩的雞肉搭配上清爽的生菜和酸甜的醬子，非常開胃。綜合炸串則有牛五花、雞翅和杏鮑菇等多種選擇，每一口都充滿了肉汁和香氣。

值得一提的是，這裡的價格雖然偏高，但份量足且食材新鮮，所以在享受美味之餘也不會覺得虧本。此外，店內還提供免費的味噌湯，可以解膩又暖心。

整體來說，黑潮拉麵。炸串專賣店是間充滿日本風味的小餐館，無論是環境、服務還是食物都令人滿意。下次來到花蓮，不妨來這裡品嚐一下日式美味吧！",你是美食熱愛者,發表食記，先提供餐廳名稱、消費時間、地址、電話、營業時間，消費時間隨機選2022年以前的月份，內容為餐廳環境、服務、食物的食用感想和價格，內容500-900字，標題為[食記] 花蓮 黑潮拉麵。炸串專賣店
[食記] 基隆市信義區-法院阿伯豆花,"【食記】基隆市信義區 - 法院阿伯豆花

各位老饕們，今天要介紹的是位於基隆市信義區的超人氣豆花店「法院阿伯豆花」！這家小店以Q彈有勁的豆花和多樣化的配料擄獲了不少饕客的心。以下是相關資訊：

1. 餐廳名稱：法院阿伯豆花
2. 地址：基隆市信義區信一路15號
3. 電話：0987-654-321 (阿伯的手機，常常忙線中，請耐心等)
4. 營業時間：早上10:00 - 晚上22:00 (不定時公休，建議先打電話確認)
5. 價位：豆花小碗NT$20、豆花大碗NT$30、配料任選 (依配料而定)

法院阿伯豆花的豆花是使用非基因改造黃豆所製成，Q彈有勁的口感讓人一口接一口。此外，這裡的配料選擇非常多樣化，除了基本款的糖水外，還有珍珠、仙草、愛玉等多種選擇。每次來都看到不同的人潮，可見受歡迎程度！

值得一提的是，阿伯本人經常在店裡面，和客人們聊天、分享生活趣事，讓整個用餐體驗更加溫馨有趣。如果你剛好遇到他，別忘了和他聊聊天，感受一下法院阿伯豆花的獨特魅力！

最後，提醒大家，由於店面較小，座位有限，建議大家可以外帶回家享用，或是找一個舒適的地方慢慢品嚐。

以上就是關於「法院阿伯豆花」的食記，希望大家會喜歡！",你是美食評論家,以PTT美食版發文風格，寫一篇「[食記] 基隆市信義區-法院阿伯豆花」為標題的文章，要包含以下資訊：餐廳名稱、地址、電話、營業時間、價位
[食記] 台北中山國中 碼碼咪亞 韓式中華料理,"【食記】台北中山國中 碼碼咪亞 韓式中華料理

各位板上大隻佬、吃貨們好！今天要來跟大家分享一家位於台北市中山區的隱藏版美食 - 碼碼咪亞 韓式中華料理！這家店是結合了韓式與中華料理的特色，每次去都讓人意猶未盡，回味無窮～以下是我最近造訪的經驗，提供給大家參考！

📍地址：台北市中山區民生東路二段106號
📞電話：02-2571-8939
⏰營業時間：11:00-14:00, 17:00-21:00
💰價位：約$150~$300/人 (依個人喜好點菜)
🌟造訪日期：2022/11

一進到碼碼咪亞，裝潢走的是一種復古韓風，結合了中華料理的元素，讓人有種穿越時空的感覺！服務生都非常親切，而且對菜單上的每一道料理都能侃侃而談。

這次我們點了以下幾道招牌菜：

1. 韓式泡菜炒牛肉（$250）- 這道菜是碼碼咪亞的經典之作！牛肉軟嫩又入味，搭配上微酸微辣的韓式泡菜，真的是絕配！
2. 麻婆豆腐（$120）- 這豆腐超嫩滑，配上麻婆醬的香辣滋味，讓人一口接一口。
3. 海鮮炒飯（$200）- 碼碼咪亞的炒飯粒粒分明，每一口都吃得到新鮮海味！
4. 韓式泡菜炒年糕（$180）- 年糕Q彈有勁，搭配上韓式泡菜，真是太對味了！
5. 韓式辣炒雞（$230）- 這道菜的雞肉鮮嫩多汁，辣度剛剛好，讓人一口接一口。
6. 韓式炸雞（$200）- 這炸雞外皮酥脆，肉嫩又多汁，搭配上特製醬料，真是太銷魂了！
7. 韓式泡菜炒飯（$180）- 碼碼咪亞的炒飯粒粒分明，每一口都吃得到新鮮海味。

整體來說，碼碼咪亞的料理真的是讓人難忘！如果你喜歡韓式與中華料理，或者想嘗試一下結合兩種風味的美食，那一定要來試試這家店！大推給大家～

最後，別忘了分享你的心得和照片，讓更多人知道這個美味的隱藏版餐廳！",你是美食評論家,寫一篇「[食記] 台北中山國中 碼碼咪亞 韓式中華料理」為標題的文章，風格：PTT發文風格，要有餐廳名稱、地址、電話、營業時間、價位、消費日期或造訪年月(2022/11以前)
[食記] 桃園 蘆竹 榕樹下璞味綿綿冰,"【食記】桃園市蘆竹區 榕樹下璞味綿綿冰

消費時間：2018年3月
地址：桃園市蘆竹區興華路二段65號
電話：0978-456-123
營業時間：11:00-22:00

在炎熱的夏天，來上一碗綿綿冰，真是人生一大樂事！位於桃園市蘆竹區的榕樹下璞味綿綿冰，是一家以綿綿冰為主打的冰品店。店內裝潢以木質調為主，搭配著綠意盎然的植栽，給人一種清新自然的感覺。

一進門，服務人員便熱情地向我們介紹了菜單，並推薦了他們的招牌綿綿冰。我們點了一碗招牌綿綿冰、一碗芒果綿綿冰和一杯桂花烏龍茶。

等待綿綿冰上桌時，我們注意到店內的氣氛很溫馨，不時傳來客人與店員之間的笑聲。服務生也很親切，不時為我們補充茶水。

不久，綿綿冰上桌了！招牌綿綿冰是一盆由綠豆、紅豆、花生等配料組成的綿綿冰，上面還撒滿了芝麻粒。綿密的綿綿冰入口即化，搭配著豆香四溢的配料，真是美味極了！芒果綿綿冰則將香甜多汁的芒果與綿綿冰完美結合，每一口都充滿了熱帶風情。桂花烏龍茶則是一杯清香回甘的茶飲，非常解膩。

價格方面，綿綿冰一碗為100元，芒果綿綿冰一碗為120元，桂花烏龍茶一杯為50元。雖然價格稍高，但美味程度完全值得！

整體來說，榕樹下璞味綿綿冰是一家以綿綿冰為主打的冰品店，提供了美味可口的甜品和舒適的用餐環境。下次來到蘆竹區，別忘了來這裡享受一下綿綿冰的魅力！",你是美食部落客,發表食記，先提供餐廳名稱、消費時間、地址、電話、營業時間，消費時間隨機選2022年以前的月份，內容為餐廳環境、服務、食物的食用感想和價格，內容500-900字，標題為[食記] 桃園 蘆竹 榕樹下璞味綿綿冰
[食記] 台南 集品蝦仁飯,"【食記】台南 集品蝦仁飯

各位吃貨們，今天要來跟大家分享一家位於台南的隱藏版美食「集品蝦仁飯」！這家小店雖然低調，但美味程度絕對讓你回味無窮～以下是店家資訊，快筆記起來！

🏠 地址：台南市中西區府前路一段137巷20號
📞 電話：06-2158999
⏰ 營業時間：11:00-21:00
💰 價位：$40~$150

一走進集品蝦仁飯，就能感受到濃濃的古早味氛圍。裝潢簡單樸實，但滿滿的人情味！老闆和老闆娘親切地招呼著每一位客人，讓人感覺就像回到自己家的餐桌。

主菜當然是「蝦仁飯」啦！每口都吃得到飽滿肥美的蝦仁，搭配上Q彈米飯，真的是太銷魂了～另外，他們家的「鹹粥」也是必點！滿滿一碗粥料，有魚、蝦、肉等豐富食材，每一口都是驚喜！

除了主食，集品蝦仁飯的小菜也非常推薦！「炒青菜」清脆爽口，完全吃不出是冷凍包；「麻婆豆腐」辣勁十足，讓人一口接一口。

最後，不能錯過的是他們家的「魚肚湯」！用大骨、蔬菜等熬成的湯頭，喝起來清甜甘醇，搭配上Q彈有嚼勁的魚肚，真是太滿足了～

整體來說，集品蝦仁飯是間充滿古早味的小店，美味又實惠。下次到台南，別忘了來這品嚐一下隱藏版的美味！",你是美食部落客,以PTT美食版發文風格，寫一篇「[食記] 台南 集品蝦仁飯」為標題的文章，要包含以下資訊：餐廳名稱、地址、電話、營業時間、價位
[食記] 新竹湖口老街 卡拉義式餐館,"【食記】新竹湖口老街 卡拉義式餐館

前幾天跟朋友到新竹湖口老街走走，發現了一家很有名的卡拉義式餐館。今天就來分享一下我們的用餐經驗吧！

餐廳名稱：卡拉義式餐館
地址：新竹縣湖口鄉中正路一段123號
電話：03-5908678
營業時間：11:00-21:00
價位：約$200-$400/人
消費日期：2022/11

一進到卡拉義式餐館，裝潢很有歐式風情，氣氛很溫馨。服務生也很親切地帶我們到座位，菜單上滿滿的義大利麵、披薩和燉飯，看起來都很可口！

我們點了以下餐點：

1. 海鮮總匯義大利麵 $280
2. 牛肉肉醬燉飯 $350
3. 野莓汁 $160
4. 提拉米蘇 $120

首先上來的是野莓汁，喝起來酸酸甜甜的，很解膩。接著是海鮮總匯義大利麵，麵條Q彈有勁道，配料豐富，有鮮蝦、魷魚、花枝等，口味調得剛剛好！

牛肉肉醬燉飯則非常下飯，米飯粒粒分明，牛肉軟嫩入味，搭配上濃郁的肉醬，讓人一口接一口。最後的提拉米蘇，咖啡味十足，配上綿密的鮮奶油，真是完美的結尾！

整體來說，卡拉義式餐館的食物美味、份量足，服務生也很親切。下次如果有到湖口老街，很推薦大家來試試這家餐廳！",你是美食部落客,寫一篇「[食記] 新竹湖口老街 卡拉義式餐館」為標題的文章，風格：PTT發文風格，要有餐廳名稱、地址、電話、營業時間、價位、消費日期或造訪年月(2022/11以前)
[食記] 雲林古坑｜青山佐陶＿坐擁陶藝品中喝咖啡,"【食記】雲林古坑｜青山佐陶_坐擁陶藝品中喝咖啡

今天要跟大家分享的是位在雲林古坑的「青山佐陶」，這裡是一間結合陶藝與咖啡的空間，讓人在喝咖啡的同時也能欣賞美麗的陶藝品。以下是我的親身體驗，希望對大家有參考價值！

店名：青山佐陶
地址：雲林縣古坑村林尾路10號
電話：0935-286-746
營業時間：10:00-18:00 (週二、三公休)
價位：低消一杯飲品，無服務費
造訪年月：2022/11

一進到青山佐陶，首先被眼前的陶藝品給震懾住。這裡的陶藝作品都是由老闆親手製作，每一件都充滿了個人風格與溫度。店內的裝潢也非常有特色，以木質調為主，搭配上一些綠色植栽，給人一種自然、靜謐的感覺。

座位方面，青山佐陶提供了室內和室外的座位選擇。我坐在戶外區，可以看到遠處的茶園，風景相當美。

菜單方面，青山佐陶主要提供咖啡、茶類飲品以及一些簡單的小食。由於是陶藝品店，這裡的杯子都是由老闆親手製作的陶藝作品，每一個杯子都非常有特色。

我點了一杯拿鐵和一份三明治。拿鐵的味道很不錯，奶泡綿密，咖啡味濃郁。用的是老闆自己種的咖啡豆，喝起來特別香。三明治方面，用料新鮮，口感清爽。

值得一提的是，青山佐陶不定期會舉辦陶藝作品展覽、手作體驗等活動。如果有興趣的話，可以關注他們的臉書或IG。

總結一下我的感受：青山佐陶是一個非常有特色的地方，結合了陶藝與咖啡，給人一種寧靜、美好的氛圍。雖然價位稍高，但喝咖啡的同時還能欣賞美麗的陶藝品，覺得很值得。如果你正在找一處安靜、美的空間喝杯咖啡，那麼青山佐陶絕對是不錯的選擇！

---

以上就是我的食記分享，希望對大家有參考價值！如果你有去過青山佐陶或有其他推薦的古坑景點，也歡迎在下方留言和大家分享哦！",你是美食部落客,寫一篇「[食記] 雲林古坑｜青山佐陶＿坐擁陶藝品中喝咖啡」為標題的文章，風格：PTT發文風格，要有餐廳名稱、地址、電話、營業時間、價位、消費日期或造訪年月(2022/11以前)
[食記] 台北大安區 通化夜市 老鴨湯 純白濃郁,"【食記】台北大安區 通化夜市 老鴨湯 純白�萃

消費時間：2018年3月
地址：台北市大安區信義路二段204號（通化夜市內）
電話：0975-666-866
營業時間：約下午5點至凌晨12點（依攤商營業時間為主）

在熱鬧的通化夜市裡，有一間老鴨湯攤，以純白濃郁的老鴨湯聞名。每次經過都聞到陣陣香氣，忍不住想一嚐究竟。這天，我與朋友決定走進這個充滿歷史味道的小吃攤，感受一下這美味的滋味。

一入座，服務人員便熱情地為我們介紹菜單，並推薦他們家的招牌老鴨湯。我們點了一碗老鴨湯、一盤鴨血和一份鴨翅。在等待期間，我們注意到牆上貼有許多媒體報導和顧客好評，感覺更加期待了。

環境：傳統夜市氛圍濃厚

通化夜市的環境充滿著傳統夜市的氛圍，街道兩旁都是攤販，人來人往。老鴨湯攤則位於一條小巷內，座位不多，但乾淨整潔。我們坐在一張小圓桌上，四周是其他顧客，大家都忙著品嘗美食。

服務：親切、迅速

服務人員非常親切，很快就為我們送上了餐具和茶水。他們不時地過來關心我們的用餐情況，並及時補充茶水。雖然這裡屬於自助式，但服務態度很不錯。

食物：純白濃郁的老鴨湯

老鴨湯上桌時，我忍不住先喝一口。湯頭非常清甜，完全沒有腥味，而且濃稠得可以用湯匙舀起。鴨肉塊軟嫩可口，入口即化。鴨血Q彈有勁，味道鮮美。鴨翅則香嫩多汁，搭配上醬汁很對味。整體來說，這碗老鴨湯真的是純白�萃，令人回味無窮。

價格：稍高但值得

一碗老鴨湯的價格為120元，鴨血一盤40元，鴨翅一份60元。雖然比一般夜市小吃略貴，但以食材和味道來說，我覺得很值。尤其是那碗老鴨湯，真的是人間美味。

結語：回味無窮的小吃體驗

在通化夜市的老鴨湯攤，給我的用餐體驗非常難忘。環境雖不豪華，但乾淨整潔；服務雖然簡單，但親切迅速；食物則美味得令人回味。下次來到通化夜市，我一定會再次光顧這個老鴨湯攤，感受這純白�萃的滋味。",你是美食評論家,發表食記，先提供餐廳名稱、消費時間、地址、電話、營業時間，消費時間隨機選2022年以前的月份，內容為餐廳環境、服務、食物的食用感想和價格，內容500-900字，標題為[食記] 台北大安區 通化夜市 老鴨湯 純白濃郁
Fw: [食記] 高雄 Annio安妞韓食(美麗島墨凡店),"【食記】高雄 Annio安妞韓食(美麗島墨凡店)

在忙碌的生活中，偶爾也想來點不一樣的美食，這次來到了位於美麗島站附近的 Annio 安妞韓食。Annio 安妞韓食是一家以韓式料理為主題的小餐館，提供多樣化的韓式料理供顧客選擇。今天我們到訪的是美麗島站附近的墨凡店。

一、餐廳環境：
走進 Annio 安妞韓食(美麗島墨凡店)，首先被明亮且充滿現代感的裝潢所吸引。店內以白色和木質調為基調，搭配上一些綠色植物，營造出一種清新自然的氛圍。座位分為吧台區和一般座位，適合不同需求的顧客。

在吧台區，可以近距離看到廚師們熟練地製作韓式料理，非常有臨場感。而一般座位則提供了舒適的沙發座椅，讓人在用餐時倍感放鬆。此外，店內還提供了一些小道具供拍照，如韓服、帽子等，讓顧客能體驗一下韓國風情。

二、服務：
Annio 安妞韓食(美麗島墨凡店)的服務生非常親切和藹，在入座後迅速送上菜單並介紹了今天的特色菜品。由於我們是第一次來這裡用餐，服務生還為我們推薦了一些經典韓式料理。在用餐過程中，服務生不時過來詢問是否需要加飯、加水等，十分周到。

三、食物：
今天我們點了以下幾道菜：
1. 石鍋拌飯(牛肉) - $280
2. 辣炒年糕 - $160
3. 泡菜豬肉鍋 - $450
4. 韓式炸雞 - $220
5. 海鮮煎餅 - $200

首先是石鍋拌飯，這道菜的味道非常濃郁。米飯粒粒分明，搭配上牛肉和蔬菜，口感豐富。辣度適中，不會過辣，但能感受到辣味在舌尖化開的感覺。

辣炒年糕是我今天最喜歡的一道菜。年糕Q彈有嚼勁，搭配上辣度適中的醬汁，非常下飯。這道菜還加入了一些蔬菜，增加了口感的豐富性。

泡菜豬肉鍋是 Annio 安妞韓食(美麗島墨凡店)的招牌菜之一。湯頭濃郁，泡菜味十足，喝起來很暖胃。豬肉嫩滑入味，搭配上蔬菜和豆腐，味道非常均衡。

韓式炸雞是我今天唯一點的炸物，外酥里嫩，調味適中，吃起來不油膩。蘸上特調醬汁，風味更上一層樓。

海鮮煎餅是 Annio 安妞韓食(美麗島墨凡店)的另一道招牌菜。煎餅外皮酥脆，內裡鮮嫩有勁，搭配上新鮮的蔬菜和鮮蝦，味道非常豐富。

四、價格：
Annio 安妞韓食(美麗島墨凡店)的價位在中高價位區間，但整體來說，食物質量和口味都符合這個價位。如果你喜歡韓式料理，這裡是一個不錯的選擇。

五、總結：
Annio 安妞韓食(美麗島墨凡店)是我今天非常滿意的一次用餐體驗。美味的韓式料理搭配上舒適的環境和服務，讓我們度過了愉快的晚餐時光。下次來高雄，不妨也來這裡一試韓式料理的好滋味！",你是美食部落客,發表食記，先提供餐廳名稱、消費時間、地址、電話、營業時間，消費時間隨機選2022年以前的月份，內容為餐廳環境、服務、食物的食用感想和價格，內容500-900字，標題為Fw: [食記] 高雄 Annio安妞韓食(美麗島墨凡店)
[食記] 台北公館 池先生 全台口味最正宗大馬料理,"【食記】台北公館 - 池先生 - 全台口味最正宗大馬料理

各位美食同好們，今天要來跟大家分享一家位於台北公館的超強大馬料理店 - 池先生！如果你跟我一樣是個大馬料理的愛好者，那你一定不能錯過這家店！

餐廳名稱：池先生
地址：台北市大安區羅斯福路三段214號
電話：02-2365-7890
營業時間：週一至週日 11:30 - 14:30, 17:30 - 21:30
價位：約NT$200 - NT$500/人 (依個人消費習慣)

首先，先說一下這家店的位置。位在公館羅斯福路三段上的池先生，鄰近台大校園，交通相當便利！從捷運公館站出來後，走個幾分鐘就到了。附近還有很多停車場，停車問題也不用太擔心。

一走進店裡，就能感受到濃濃的大馬風味。裝潢以木質調為主，搭配上一些綠色植物，給人一種輕鬆自在的感覺。服務生都穿著傳統大馬服飾，非常有特色！

池先生的菜單主要分為前菜、主菜、飯麵類和飲品四大部分。這裡的菜色非常豐富，從經典的大馬料理到創意新口味都有。我今天點了一份「沙嗲拼盤」當前菜，然後是「叻沙雞」和「牛肉咖哩」當主菜，最後再配了一碗「椰漿飯」。

首先來聊聊這沙嗲拼盤。有別於一般的沙嗲拼盤，池先生的沙嗲拼盤裡有多達八種不同的食材！除了常見的雞肉、牛肉外，還有蝦、魷魚、蔬菜等。每一種食材都烤得恰到好處，外酥內嫩，搭配上那酸酸甜甜的沙嗲醬，真是太美味了！

接著是主菜「叻沙雞」和「牛肉咖哩」。叻沙雞用的是鮮嫩多汁的雞腿肉，配上香辣過癮的叻沙醬汁，每一口都充滿了南洋風味。牛肉咖哩則用的是大塊的牛腩，燉得軟嫩入味，搭配上那香濃滑溜的咖哩醬，真是太滿足了！

最後是椰漿飯。這裡的椰漿飯用的是長糯米，口感Q彈有勁。椰漿濃郁香滑，配上那粒粒分明的雞肉，真是太完美了！

在飲品方面，我點了一杯「椰奶茶」。這杯椰奶茶真的是我喝過最好喝的！椰奶味濃而不膩，茶味香而不澀，真是太享受了！

整體來說，池先生是一家非常值得一訪再訪的大馬料理店。無論是經典的大馬風味還是創意新口味，這裡都能滿足你的味蕾。下次如果你來到公館附近，別忘了來池先生嚐嚐這正宗的大馬料理哦！",你是美食部落客,以PTT美食版發文風格，寫一篇「[食記] 台北公館 池先生 全台口味最正宗大馬料理」為標題的文章，要包含以下資訊：餐廳名稱、地址、電話、營業時間、價位
[食記] 台北大安-牛B燒肉GyuB-燒肉餐廳,"【食記】台北大安 - 牛B燒肉 GyuB - 燒肉餐廳

消費時間：2021年11月
地址：台北市大安區信義路四段(具體地址已去識別化)
電話：02-XXX-XXXX (詳細電話已去識別化)
營業時間：午餐 11:30 - 14:30、晚餐 17:30 - 22:00

一入座，服務生即送上熱茶，並提供菜單。我們點了以下菜色：

1. 和牛燒肉盛合 (NT$1,880)
   - 美國極上和牛肩胛肉
   - 澳洲和牛牛舌
   - 日本A5和牛五花肉
   口感軟嫩的和牛肩胛肉、帶有嚼勁的和牛牛舌和油花豐富的和牛五花肉，每一口都充滿了肉香。

2. 海鮮盛合 (NT$1,680)
   - 大干貝
   - 天使紅蝦
   - 鯛魚片
   鮮嫩的大干貝、Q彈的天使紅蝦和軟嫩的鯛魚片，搭配上燒肉醬汁，美味更上一層樓。

3. 時令蔬菜盛合 (NT$480)
   - 高麗菜
   - 大根
   - 杏鮑菇
   新鮮的時令蔬菜，簡單的調味，讓蔬菜的鮮甜味充分釋放。

4. 石狩燒 (NT$120)
   以特製醬汁醃漬過的雞肉，烤得外酥內嫩，搭配上醋飯，非常下飯。

5. 白飯 (NT$30)
   粒粒分明、口感Q彈的白飯，為燒肉提供了完美的配餐。

6. 味噌湯 (NT$40)
   濃郁的味噌味，暖胃又暖心。

整體而言，牛B燒肉 GyuB 的燒肉料理非常美味，食材新鮮且品質優良。服務生的服務也十分周到，讓我們能安心地享受美食。下次還會想來試試其他菜色！",你是美食評論家,在美食論壇發表食記，先提供餐廳名稱、消費時間(2022/11以前)、地址、電話、營業時間，引言不要打招呼，盡量詳細介紹每道菜的價格跟食用感想，標題為[食記] 台北大安-牛B燒肉GyuB-燒肉餐廳
[食記] 桃園中原大學早午餐 向日葵活力早午餐,"【食記】桃園中原大學早午餐 向日葵活力早午餐

消費時間：2018年3月
地址：桃園市龜山區文化一路25巷1號
電話：0967-456-789
營業時間：週一至週日，上午7:00 - 下午2:00

一踏進向日葵活力早午餐，明亮的採光和充滿朝氣的裝潢立刻讓人心情大好。店內以黃色為主調，搭配綠色植栽和木質桌椅，營造出一種清新自然的氛圍。座位分為吧台區、四人桌和六人桌，適合個人用餐、朋友聚會或家庭聚餐。

服務方面，店員非常親切，在入座後迅速送上菜單並介紹今日推薦餐點。由於店內人潮眾多，等待時間稍長，但店員不時來關心進度，讓我們感受到他們的用心。

這次點了一份經典早午餐和一份海鮮大拼盤，價格分別為250元和380元。

經典早午餐（250元）：
這道餐點包含了培根、煎蛋、火腿、生菜、番茄、小黃瓜、馬鈴薯、烤香腸、薯條和土司。培根和火腿都非常鮮嫩，搭配上酥脆的薯條和軟綿的土司，口感豐富。煎蛋滑嫩可口，生菜、番茄和小黃瓜則提供了清爽的平衡。

海鮮大拼盤（380元）：
這道餐點包含了鮮蝦、花枝、魚排、炸蝦餅、薯條、沙拉和水果。鮮蝦新鮮彈牙，花枝鮮嫩有嚼勁，搭配上酥脆的炸蝦餅，口感豐富。魚排外酥內嫩，搭配上爽口的沙拉和香甜的水果，讓人大快朵頤。

整體而言，向日葵活力早午餐提供了美味且多元化的餐點選擇，加上明亮舒適的環境和親切的服務，非常適合學生、家庭或朋友聚會。雖然等待時間稍長，但店員的用心彌補了這一點。下次到中原大學附近，不妨來這裡享受一頓美味又充實的早午餐吧！",你是美食部落客,發表食記，先提供餐廳名稱、消費時間、地址、電話、營業時間，消費時間隨機選2022年以前的月份，內容為餐廳環境、服務、食物的食用感想和價格，內容500-900字，標題為[食記] 桃園中原大學早午餐 向日葵活力早午餐
[食記] 台北南港中信園區 找稻南洋料理(簡餐麵食,"【食記】台北南港中信園區 找稻南洋料理(簡餐麵食)

消費時間：2018年3月
地址：台北市南港區信義路五段15號（中信金融園區）
電話：02-2759-6666
營業時間：週一至週五 11:00-14:00、17:00-21:00；週六日 11:00-21:00

這次來到台北南港的中信金融園區，發現了這家找稻南洋料理。由於工作的關係，我經常需要在不同地區用餐，所以對於餐廳的環境和服務品質非常敏感。這次的用餐體驗讓我留下了深刻印象，以下是我對這間餐廳的一些感想：

一、環境：
找到稻南洋料理位於中信金融園區的地下一樓，位置十分方便。走進餐廳，首先被其明亮而寬敞的空間所吸引。木質調的裝潢和綠色植物點綴，給人一種自然舒適的感覺。座位分為單人座、雙人座和四人座，無論是獨自用餐還是與朋友家人聚會都非常合適。

二、服務：
服務生在引導我入座後，迅速遞上菜單並耐心地為我介紹了不同種類的簡餐、麵食以及飲品。由於當時正在進行工作上的會議，所以我需要一份快速方便的午餐。最後我選擇了牛肉咖哩飯和一杯冰檸檬茶。

三、食物：
牛肉咖哩飯（NT$180）
牛肉咖哩飯上桌時，首先被它的外觀所吸引。咖哩醬顏色濃郁，上面還撒有蔥花點綴。咖哩醬味道香濃，辣度適中，搭配上香嫩的牛肉，非常下飯。米飯粒粒分明，口感軟糯而不爛。

冰檸檬茶（NT$60）
冰檸檬茶是一杯清爽解渴的飲品，檸檬味淡雅，甜度適中。在工作忙碌的一天後，喝上這一杯，身心都感到舒暢。

四、價格：
牛肉咖哩飯和冰檸檬茶的價格分別為180元和60元，我認為這屬於中價位，但食物質量和味道卻非常高。

五、總結：
這次在找稻南洋料理的用餐體驗讓我對這家餐廳留下了深刻印象。明亮寬敞的環境、耐心周到的服務以及美味可口的食物，都為忙碌的一天帶來了一絲小確幸。下次來到南港中信園區，我仍然會選擇回到這裡享受一頓美味的南洋料理。",你是美食熱愛者,發表食記，先提供餐廳名稱、消費時間、地址、電話、營業時間，消費時間隨機選2022年以前的月份，內容為餐廳環境、服務、食物的食用感想和價格，內容500-900字，標題為[食記] 台北南港中信園區 找稻南洋料理(簡餐麵食
[食記] 桃園中壢區。香茅葉小館 正宗泰式小吃,"【食記】桃園中壢區。香茅葉小館 正宗泰式小吃

各位板上愛料理的朋友們大家好！今天要來跟大家分享一家位於中壢的正宗泰式小吃「香茅葉小館」，這家店絕對是各位愛吃辣又愛嘗鮮的小夥伴們的天堂！以下就是有關於它的資訊：

一、餐廳名稱：香茅葉小館 正宗泰式小吃
二、地址：桃園市中壢區中北路2段175號
三、電話：03-4608999
四、營業時間：週一至週日，上午11:30 - 下午2:30、下午5:30 - 晚上9:30
五、價位：約NT$100 - NT$300/人 (依個人喜好點菜)

走進香茅葉小館，濃濃的東南亞風情立刻撲鼻而來！整間店充滿了泰式風格的裝飾，讓人彷彿一秒來到泰國。座位安排得相當舒適，就算是一家大小一起來也非常合適。

在菜單方面，香茅葉小館提供了各式各樣的正宗泰式小吃，從酸辣海鮮到綠咖哩雞，每一道都令人食指大動！而且店家還特別強調使用道地的香料和食材，要讓大家真正感受泰國的美味。

這次我點了一盤「打拋牛肉」和一碗「酸辣海鮮湯」。打拋牛肉入口即化，搭配上香辣過癮的醬汁，真的是太銷魂了！而酸辣海鮮湯更是讓我大開眼界，滿滿的海鮮料加上那嗆鼻的酸辣滋味，真是一吃難忘啊！

最後，要提醒大家的是，香茅葉小館的辣度可不是開玩笑的，所以如果你無法承受辣的朋友們，可以先跟店家說一下喔！

總之，香茅葉小館是一家非常值得一試的正宗泰式小吃店，下次到中壢區不妨來這裡大飽口福一番吧！",你是美食熱愛者,以PTT美食版發文風格，寫一篇「[食記] 桃園中壢區。香茅葉小館 正宗泰式小吃」為標題的文章，要包含以下資訊：餐廳名稱、地址、電話、營業時間、價位
